DemAffl,DemAge,PromSpend,PromTime,TargetBuy
9,64,12106.7,6,0
13,34,2400,1,1
7,78,6053.82,6,0
6,72,0.01,7,0
8,56,11200,12,1
9,51,7000,4,0
11,54,0.01,5,0
7,54,0.01,8,0
9,48,0.01,4,0
11,60,6000,2,0
6,48,8000,11,0
10,49,180,9,0
10,52,50,9,0
8,61,6000,1,0
6,38,0.01,8,0
11,52,1000,3,0
16,48,480,1,1
7,47,6053.35,6,0
10,63,6000,1,0
6,47,0.01,8,0
7,42,6000,2,1
11,57,0.01,4,0
4,37,0.01,4,1
8,41,0.01,9,0
4,37,0.01,7,0
7,38,0.01,4,1
4,40,4000,8,0
14,46,0.01,8,1
7,57,0.01,5,0
11,72,15000,19,0
5,58,180,11,0
6,58,0.01,9,0
9,65,6000,5,1
5,40,0.01,5,0
5,53,0.01,8,0
12,37,0.02,8,1
4,67,6105.33,7,0
15,67,7800,12,1
4,73,6000,12,0
7,46,0.01,4,0
6,32,0.01,8,1
10,45,50,7,0
12,36,0.01,2,1
7,64,0.01,10,0
10,41,3000,12,0
10,33,0.01,5,1
13,44,0.01,5,0
9,56,7000,2,0
7,51,420,1,0
6,30,1200.01,6,0
14,53,4000,8,0
10,37,1500,5,0
6,67,6000,2,0
9,66,0.01,4,0
6,64,3000,1,0
9,65,6053.35,7,0
7,40,0.02,8,1
8,59,3000,8,0
9,51,3000,4,0
12,68,20000,3,1
14,44,6053.35,5,0
9,67,9300,3,0
8,65,5963.02,5,0
8,44,9500,1,0
12,47,600,1,0
9,38,0.01,5,1
6,50,0.01,11,0
9,58,16000,3,0
10,51,5000,5,1
9,65,0.01,9,1
12,65,1000,2,0
8,68,12000,23,1
10,50,1000,4,0
14,78,6000,4,1
7,33,0.01,11,1
4,66,20605.86,3,0
13,41,420,7,1
7,57,0.01,5,0
11,49,0.01,8,0
9,70,0.01,8,0
5,76,20542.1,3,0
9,65,0.01,10,0
5,50,7269.55,5,0
6,32,0.01,5,0
8,56,15000,4,0
5,28,0.01,5,0
5,57,20119.73,3,1
15,55,8400,8,1
5,48,3000,13,0
4,68,3000,2,0
9,34,0.01,8,0
9,42,0.01,4,0
6,50,0.01,9,0
11,50,100.72,5,0
5,37,300.01,9,0
11,41,0.02,8,0
10,38,0.01,5,0
4,53,5000,4,0
11,47,600,9,0
7,48,2000,5,0
11,71,12000,8,1
11,35,0.01,8,1
8,31,3050,3,0
8,40,0.01,5,1
6,50,0.01,5,0
10,57,0.01,5,0
9,36,1900,1,0
26,52,70,3,1
9,40,13000,2,0
6,67,600,1,1
10,67,6035.34,12,0
6,48,100,1,0
11,37,0.01,8,1
11,45,2000,8,0
5,25,5000,1,0
15,65,2500,2,0
9,47,1000,2,0
7,36,0.01,8,0
8,49,0.01,5,0
8,48,3000,8,0
13,31,0.01,5,1
8,70,14138.84,11,0
6,37,0.01,8,0
8,45,2000,1,0
14,65,9000,8,0
7,57,420,5,0
7,37,0.01,9,1
9,64,2500,6,0
4,66,0.01,6,0
7,54,2400.01,8,0
10,77,9786.02,11,0
10,57,42078.35,11,0
15,56,80088.7,15,1
9,56,3696.14,12,1
6,66,6600,13,0
8,44,0.01,9,1
7,60,6000,4,0
6,76,6000,5,1
9,40,0.01,5,1
4,63,600,10,0
10,54,6000,2,1
10,51,0.01,8,0
6,37,2000,3,0
7,70,3000,8,0
12,79,12000,8,0
7,50,0.01,10,0
9,73,9000,8,1
5,68,4200,6,0
20,53,6000,6,1
10,57,9053.35,8,0
5,59,0.01,8,0
22,32,100.01,8,1
9,29,600,5,1
10,55,0.01,8,0
7,74,5000,4,0
7,45,0.01,9,0
6,59,2035.88,6,0
16,40,0.01,7,1
11,60,7000,6,0
8,68,12158.67,18,0
9,38,6000,7,0
9,64,5000,2,0
11,48,0.01,5,0
7,39,1420,5,1
4,70,6000,1,0
3,47,1600,9,1
5,71,500,11,0
9,67,9000,8,0
7,41,21500,4,0
8,65,36717.45,9,0
2,58,18025,4,0
8,69,6000,1,1
7,42,0.01,5,1
7,64,500,8,0
8,68,100,17,0
3,68,2000,5,1
8,63,24130.32,8,0
9,42,2400,3,1
9,59,0.01,14,1
7,76,2000.01,5,0
15,77,6000,29,1
8,43,0.01,7,0
9,36,6000,2,0
5,47,4000,1,0
15,67,6053.35,6,1
6,55,1000,9,0
10,60,3550,1,0
15,46,7900.01,5,1
9,69,2250,9,1
11,60,6000,2,0
4,59,1000.01,8,0
4,70,24600,14,0
7,74,18130.32,8,0
10,70,6000,5,0
7,61,3000,7,0
6,53,10000,26,0
13,44,0.01,8,1
10,37,0.01,5,0
2,54,6000,10,0
9,73,17606.7,8,0
6,58,1000,5,0
15,69,6000,5,1
9,65,10000,5,1
7,62,500,2,0
10,74,17564.22,15,0
4,62,2500,6,0
15,59,2000,3,1
6,41,0.01,8,0
9,59,3000,2,0
6,49,0.01,9,0
7,60,0.01,7,0
10,44,3000,3,1
9,56,250,22,0
12,33,4000,8,0
7,50,3000,1,0
9,28,3600,4,1
10,51,0.01,5,0
7,43,0.01,4,1
10,60,6000,1,1
11,39,0.01,7,1
10,74,3000,8,0
6,71,3000,10,0
3,79,1500,5,0
7,75,13033.71,5,0
10,42,6000,2,0
6,53,0.01,5,0
10,69,4000,4,0
12,45,0.01,10,0
9,54,3250,27,0
14,55,6000,2,0
13,31,0.01,9,1
8,67,33053.35,17,0
8,32,0.01,8,1
8,44,0.01,7,0
12,51,6000,2,0
6,63,6107.64,10,0
8,54,3820,5,0
11,45,3000.01,10,0
6,58,5906.2,15,0
6,50,0.01,5,0
6,40,0.01,9,1
9,76,3607.58,10,0
6,64,5000,5,0
6,51,2717.26,5,0
11,46,0.01,5,0
8,46,0.01,5,1
13,72,1790.29,5,0
9,44,6000,2,0
3,54,0.01,9,0
5,76,12000,11,0
12,66,6000,11,0
8,41,2500,21,0
7,74,6053.35,7,0
5,48,0.02,4,0
9,29,425,4,0
12,72,6107.64,7,0
7,63,600,10,0
20,36,0.01,5,1
7,60,4000,4,0
7,65,3000,6,0
8,46,0.01,8,0
15,53,1000,5,1
6,55,0.01,8,0
10,70,3700,27,0
9,54,0.01,5,0
11,44,7000,4,0
14,49,1500,5,1
12,35,1500,4,1
9,60,6000,16,0
7,44,0.01,7,1
16,58,6000,5,0
8,76,6000,2,0
3,33,420,6,0
7,54,300,9,1
8,41,0.01,9,1
10,54,0.02,8,0
5,30,22500,9,1
10,57,700,10,0
10,60,2500,4,0
7,58,1000,5,0
7,45,6000,2,0
11,40,0.01,7,1
11,62,3000,8,0
8,71,0.01,15,0
17,37,460,3,1
6,46,480.01,5,0
4,72,7629.7,6,0
6,40,7295.3,6,1
3,64,0.01,5,0
17,59,1800,2,1
3,47,6107.64,6,0
12,35,0.01,4,0
10,66,6000,2,0
5,48,55052.66,8,0
9,39,0.01,11,0
12,39,37226.76,7,1
10,40,0.01,5,1
15,51,3416.36,10,1
4,59,0.01,16,0
17,39,0.01,4,1
9,30,0.01,5,0
8,47,3000,6,1
5,55,10000,1,0
9,58,0.01,8,0
8,67,20567.11,9,0
5,58,2000,5,0
10,34,0.01,5,1
5,60,22600,11,0
6,55,1000,4,0
7,74,42053.35,6,1
10,68,0.01,7,1
7,71,5000,6,0
7,60,10000,4,0
2,75,50,7,0
6,49,50,2,0
7,40,22384.96,9,0
7,65,1000,12,0
13,37,600,4,0
5,31,0.01,5,0
3,54,2500.01,9,0
3,68,16000,5,0
5,64,3000,9,0
7,67,4000,8,0
8,52,15288.3,24,0
7,59,0.01,8,0
7,43,0.01,8,0
8,63,4600,2,1
7,47,0.01,5,0
7,34,0.01,7,1
10,51,3000,9,1
11,78,12000,8,0
5,59,10100,9,0
13,49,10802.7,5,1
12,63,6000,13,0
6,49,0.01,8,1
7,41,2000,4,1
17,33,5200,8,1
11,38,6000,1,1
10,43,0.01,8,0
12,44,0.01,7,1
5,66,420,1,0
9,76,360,9,0
6,65,3000,5,0
4,43,1787.64,10,0
11,65,4000,2,0
10,55,3000,8,0
14,50,0.01,8,1
7,51,6053.35,6,1
6,73,0.01,5,0
14,71,2400,4,0
19,36,0.01,4,1
7,61,0.02,9,0
13,63,20000,4,0
7,57,0.01,13,0
7,69,21467,17,0
10,55,0.01,5,0
8,46,0.01,9,1
8,65,6500,8,0
6,32,0.01,5,0
9,31,3500,1,0
4,74,9000,3,0
8,55,0.01,14,0
9,44,4650,6,0
9,46,0.01,11,0
6,64,12000,12,0
12,35,0.01,5,1
5,48,5000,4,0
8,31,5000,1,1
12,62,9600,8,0
8,50,6053.34,4,0
2,65,6000,27,0
11,54,600,8,0
14,40,500,9,0
9,38,0.01,4,1
10,38,3052.66,8,1
6,63,15911.91,8,0
7,66,20579.59,3,0
16,41,100,8,1
3,77,15000,29,0
11,69,6000,2,0
10,58,6000,6,0
4,50,15000,4,0
7,29,0.01,5,0
9,53,6000,2,0
12,77,6000,4,1
6,30,300,8,1
9,45,0.01,5,0
7,67,0.01,9,0
11,44,300,9,1
6,51,12053.35,7,0
10,60,2000,5,0
12,47,6000,1,0
6,36,0.01,4,1
7,51,1000,5,0
3,55,19000,20,0
6,70,42000,1,0
11,66,9000,8,0
10,28,0.01,9,1
9,53,8000,16,0
9,66,8315,4,0
7,68,4410,1,0
9,64,12253.35,9,0
9,45,0.01,4,0
10,47,3000.01,8,0
9,68,12000,2,0
5,77,4000,13,0
7,54,0.01,8,0
7,64,0.01,4,0
7,34,2300,8,1
15,62,42160.04,7,1
5,70,5000,2,0
8,73,9000,3,0
6,44,2000,1,0
3,55,15000,4,0
14,73,2000,8,1
5,48,2546.69,5,0
13,57,600,9,1
14,78,10000,11,0
14,67,6000,19,0
9,72,3005.5,26,0
5,45,10425.89,4,0
13,32,0.01,5,1
7,67,6053.35,6,0
4,78,6000,3,1
13,51,1000,4,1
19,54,6000,3,1
9,54,30000,5,0
10,34,125,4,1
6,56,9000.01,5,0
4,67,250,10,1
12,47,0.01,8,0
6,63,6000,8,0
8,40,3000,2,0
12,62,0.01,8,0
7,40,45500,1,0
5,48,8000,6,0
8,51,0.01,7,1
11,40,600,4,0
7,46,25000,1,0
10,74,6123.9,3,0
11,77,2000,21,0
5,63,11755.49,4,0
9,48,1200,10,0
6,58,0.01,5,0
5,68,6053.35,21,1
9,67,6000,2,0
9,55,12000,2,0
4,40,500.01,8,0
8,53,4500,16,0
6,50,50,7,0
13,53,5000,1,1
6,71,24132.8,16,0
3,59,10000,2,0
5,46,6000,3,0
8,51,360,11,0
8,79,6000,2,0
6,48,1000,9,0
9,69,0.01,5,0
4,52,0.01,8,0
12,57,6000,1,0
7,48,50,2,0
13,68,1000,8,1
2,47,12000,6,0
9,62,1000,5,0
10,43,100,1,0
8,50,2149.1,1,0
5,54,6000,1,0
9,62,6000,2,0
5,34,50,10,1
4,41,1000,3,0
5,45,0.01,5,0
5,71,3000,1,0
7,64,1000,5,0
11,51,7470,12,0
11,57,0.01,9,1
12,35,0.01,8,0
4,67,0.01,7,0
10,51,15013.76,0,1
11,54,1000,6,0
8,36,6000,3,1
10,74,30158.67,11,0
4,45,3000,9,0
8,38,0.01,8,1
9,63,7500,3,0
8,68,12000,18,1
12,66,16971.35,17,0
15,58,0.01,5,1
10,55,3000,7,1
10,38,0.01,9,0
5,41,50.01,8,0
11,43,240,1,0
6,56,0.02,10,0
9,33,0.01,8,1
5,51,0.01,8,0
5,73,22053.35,11,1
8,49,0.01,4,0
3,59,6053.36,21,0
12,55,6000,3,1
13,77,6053.35,21,0
6,34,0.01,5,0
7,67,0.01,9,0
22,31,2000,4,1
5,45,6053.35,6,0
11,74,12053.35,17,0
7,57,150,7,0
7,47,0.01,8,0
7,50,6000,4,0
7,63,12000,8,1
8,63,10000,4,0
6,72,6000,2,0
10,77,6000,10,1
13,58,0.01,9,0
10,39,50.02,8,1
8,63,15000,4,0
6,74,3000,8,0
8,60,6000,2,0
7,51,1000,9,0
17,66,2600,4,0
7,51,3000,8,0
11,64,6000,1,0
3,55,8409.42,5,0
8,75,6000,1,0
5,43,3000,2,0
5,41,600,5,0
9,63,3000,5,1
10,54,20000,5,0
5,57,6000,2,0
7,37,0.01,9,0
12,69,11000,8,0
10,34,0.01,8,0
9,65,2075,3,0
12,59,1000,5,0
13,74,6053.34,19,0
9,73,10000,29,0
8,68,1500,1,0
7,59,6000,1,0
11,30,5000,1,0
5,77,5000,5,0
5,55,3000,10,0
8,50,2686.88,7,0
4,64,3000,8,0
9,70,1000,19,1
6,58,8000,5,0
6,49,9105.32,7,0
4,66,28000,4,0
12,31,0.01,5,1
7,75,1789,9,0
9,71,26083.35,15,0
7,59,0.01,5,0
9,68,6000,2,1
6,68,17495.09,21,0
13,25,1000,7,1
7,61,0.01,8,0
12,38,0.01,7,1
10,41,4000,5,1
2,46,0.01,8,0
5,53,9000,8,0
5,40,0.01,4,0
6,56,0.01,7,0
5,65,0.01,4,0
7,77,12000,11,0
9,39,6000,5,1
11,39,0.01,5,1
5,33,0.01,7,0
8,48,1000,4,0
16,44,4000,4,1
9,75,0.01,18,1
10,63,6000,6,0
10,47,14000,6,0
6,71,27497.04,23,0
8,31,21613.22,4,1
13,50,4550,9,0
6,53,6053.35,6,0
9,47,6000,3,1
9,44,25267.06,5,0
11,48,0.01,5,0
12,53,3000,2,0
9,77,6000,23,1
8,52,6053.83,7,0
8,64,480,5,0
7,58,5000,1,1
9,40,0.01,4,1
6,36,6000,3,1
12,55,0.01,5,0
12,50,14000,29,1
8,47,0.01,5,0
12,33,0.01,7,0
8,49,20523.44,3,0
5,52,0.01,5,0
14,54,16000,6,0
9,33,0.01,4,1
7,76,6000,5,0
21,36,0.01,8,1
7,61,0.01,7,0
8,61,0.01,8,0
11,73,4999.05,6,0
4,74,12000,14,0
9,51,50,10,0
6,50,12000,6,0
10,49,0.01,5,0
9,51,10600,2,0
7,35,0.01,5,1
6,47,0.01,4,0
4,38,6053.35,7,1
8,79,3000,1,0
6,58,3780,9,0
7,35,125,9,1
8,58,1000,5,0
6,73,27158.67,9,0
12,62,12000,8,0
7,51,0.01,5,0
8,50,0.01,8,1
10,53,5000,4,0
6,60,1750,14,0
12,76,6000,9,1
6,67,7741.46,4,0
5,71,3000,12,0
11,35,0.01,8,0
6,26,0.01,4,1
8,30,0.01,5,1
10,58,0.01,5,0
11,35,420,5,1
4,43,0.01,5,0
10,38,0.02,5,1
10,48,6000,13,0
10,43,0.01,5,1
5,45,0.01,5,0
6,30,2000,10,1
11,58,18000,8,0
7,36,0.02,5,0
6,52,1000,13,0
13,35,0.01,9,1
10,49,0.01,4,1
6,41,0.01,4,0
10,49,0.01,8,0
9,52,0.01,5,0
11,68,7500,32,0
10,55,21107.64,4,0
9,33,5000,1,1
14,74,1000,2,1
9,55,20353.6,3,0
9,59,30000,4,0
11,77,12000,8,1
11,49,4000,5,0
11,39,12000,8,0
13,45,0.01,8,0
13,58,8000,8,1
11,75,4842.12,8,0
8,60,3500,5,0
7,64,3000,5,0
3,41,0.01,8,0
7,41,0.01,4,0
8,78,12000,8,0
5,68,7052.66,7,0
7,69,14000,7,0
21,59,6107.64,6,1
4,65,4000,2,0
4,51,1.54,9,0
14,55,0.01,8,1
9,66,6000,2,0
9,58,1420,4,0
8,48,0.01,6,0
17,35,0.01,4,1
7,62,12000,8,0
14,44,0.01,4,0
8,68,25000,6,0
8,43,9211.91,11,0
5,43,100,10,0
5,77,12000,2,0
10,52,9107.64,8,0
8,39,6200,4,0
7,27,600,4,1
5,54,1000,18,0
8,51,1500,13,1
14,74,6000,2,0
8,63,8500,11,0
8,60,2650.54,10,1
7,32,0.01,5,1
12,61,0.01,5,1
5,54,10000,3,0
6,65,2000,8,0
4,71,3000,4,0
9,43,50.01,8,1
5,67,10000,4,0
15,37,3000,8,1
13,48,0.01,5,1
6,69,0.01,8,0
9,38,3300,4,1
9,48,12000,2,0
9,31,60,12,1
7,42,300,9,0
17,61,2000,9,1
14,64,1500,4,1
6,34,12000,1,1
18,58,1000,1,1
7,72,9000,9,0
7,58,2000,5,0
9,76,3130.05,0,1
4,60,4000,0,0
7,47,0.01,7,0
7,60,6000,4,0
10,56,0.01,5,0
14,58,6000,13,0
6,64,2500,5,0
10,69,6000,2,0
15,39,0.01,10,1
11,55,4000,1,0
7,65,2400,14,0
11,41,0.01,5,1
10,60,0.01,7,0
12,22,960,4,1
3,42,0.01,5,0
4,62,0.01,5,0
7,76,0.01,6,0
7,49,0.01,5,0
13,46,2000.01,8,0
1,57,6035.88,8,0
11,58,0.01,5,0
6,47,0.01,8,0
13,45,18088.81,11,0
6,67,4000,14,1
9,65,6105.32,8,0
18,41,0.01,5,1
5,51,5000,1,0
6,69,500.01,8,0
8,49,0.01,4,0
5,66,5000,6,0
9,64,24078.34,4,0
14,51,3000,3,0
7,55,6000,7,0
9,51,0.01,8,0
6,66,41078.35,8,0
14,40,0.01,8,1
5,48,0.01,4,0
7,59,54219.13,12,0
3,66,10919.71,9,0
7,65,12000,2,0
8,52,6000,4,0
7,54,3401.6,4,1
9,30,0.01,6,0
10,59,10000,4,0
4,67,15861.88,9,0
10,67,12100,8,0
11,46,0.01,5,1
7,49,0.01,8,0
7,74,3000,4,0
13,43,25900,9,1
5,42,6000,4,0
13,42,1000,3,1
17,62,2500,6,1
8,47,0.02,5,0
14,68,18053.35,13,0
7,56,6000,9,0
10,63,8400,8,0
11,34,1000,5,1
12,60,0.01,8,0
5,45,0.01,5,0
13,58,0.01,7,0
15,48,0.01,5,0
8,63,300.01,8,0
7,64,6000,1,0
12,56,6000,2,0
6,65,2500,2,0
2,59,12053.35,6,0
7,60,6000,11,1
11,53,0.01,8,0
9,41,5000,1,0
12,37,600,4,1
13,53,0.01,4,0
12,36,500,3,0
3,72,3500,5,0
7,58,240,1,0
11,61,0.01,5,0
4,44,0.01,5,0
7,67,69053.35,5,0
10,31,2000,8,0
10,46,0.01,7,0
9,76,500,26,0
7,58,3000,7,0
11,47,0.01,9,0
16,44,5000,1,1
11,69,20567.11,3,1
5,66,6000,2,0
4,49,4200,6,0
6,54,0.01,5,1
7,36,0.01,9,0
9,78,18160.99,7,0
7,56,2000,7,0
7,39,500,8,0
6,51,3534.1,7,0
12,37,4000,6,1
8,74,1950.4,12,0
9,46,0.01,8,0
8,50,2500,1,0
12,38,50.01,9,1
12,53,1000,1,1
7,33,1000,3,0
7,49,6000,4,0
9,71,3000,13,0
11,60,3000,8,0
7,74,0.01,8,0
7,41,0.01,8,0
11,25,900,3,1
6,63,1450.45,14,0
6,72,10000,4,0
5,68,0.01,18,0
14,53,4000,5,1
5,78,1250,6,0
10,48,1900,5,1
8,64,0.01,6,0
11,64,1000,5,0
9,73,500,9,0
7,74,10000,4,0
11,77,7553.35,6,0
8,48,2804.53,9,0
6,33,4000.01,4,0
12,65,6000,3,1
7,65,2000,9,0
4,65,3000,6,0
7,58,0.01,8,0
10,54,0.01,9,1
7,47,0.01,8,0
8,42,600,10,0
9,46,1500,2,1
6,44,0.01,8,0
10,39,3000,5,1
6,48,12106.7,7,0
7,73,6000,2,1
6,48,6000,1,0
11,47,0.01,8,0
6,53,0.01,11,0
14,74,8000,13,0
7,43,0.01,5,1
3,51,2949.51,7,0
8,35,0.01,8,1
7,74,12000,3,1
6,46,0.02,9,0
5,60,0.01,5,0
12,52,0.01,5,0
9,49,9600,3,0
9,35,0.01,5,0
5,48,0.01,7,0
9,56,1697.03,3,0
10,55,1000,31,1
8,32,50.01,10,1
10,36,5500,1,1
8,36,600,1,0
8,77,33934.25,12,1
10,62,0.01,4,1
8,55,3000,8,0
12,45,1229.23,5,0
10,43,29055.32,8,1
7,42,0.01,8,0
6,39,0.01,4,0
11,37,3000,11,1
5,78,6000,31,0
6,60,1000,8,0
6,72,0.01,5,0
10,48,0.01,7,0
5,75,6000,2,0
19,54,6053.35,5,0
5,61,600,5,0
11,47,0.01,6,0
10,64,6000,1,1
7,30,1620,5,1
6,56,0.01,16,0
7,60,600,1,0
2,73,6000,1,0
7,71,3500,6,1
3,79,6053.34,5,0
9,41,0.01,8,1
5,50,420,8,0
13,56,6000,1,0
10,48,0.01,8,1
8,42,0.01,5,1
4,40,0.01,8,0
10,55,9000,13,0
7,26,0.01,4,1
4,61,2400,16,0
6,61,6107.64,7,0
9,56,2800,8,0
12,55,20015.72,3,1
13,66,6000,9,0
12,42,0.01,8,0
4,61,5000.01,8,0
10,66,6000,12,0
9,36,1420.01,8,1
11,47,3000,5,0
9,72,5000,6,0
8,53,0.01,7,0
8,49,12000,2,0
12,60,0.01,5,0
13,77,180,12,0
13,33,1575,5,1
7,63,12000,8,0
7,32,41000,5,0
10,75,3000,9,0
8,33,0.01,4,0
11,77,13500,13,0
5,29,0.01,8,1
7,74,14119,9,0
24,53,9500,10,1
11,49,0.01,4,0
4,64,6000,2,0
5,73,500,9,0
11,73,4419.56,25,1
9,34,2000,5,0
8,37,0.01,5,1
8,43,0.01,4,0
5,48,1000,5,0
21,36,20000,1,1
4,59,9000,5,0
9,53,2500,15,0
15,71,4000,12,1
4,35,0.01,5,0
8,60,3000,1,0
6,62,0.01,5,1
9,72,3000,14,0
7,71,12000,8,0
8,60,420,7,0
7,70,6000,1,0
7,63,6000,4,0
14,47,12000,7,0
14,54,100,10,0
3,59,1000,5,1
9,61,20639.17,3,0
8,62,12000,3,0
15,33,360,9,1
9,60,0.01,5,0
13,31,6000,3,1
10,52,6053.35,5,0
10,46,1000,12,0
6,40,1200.01,5,0
14,34,1000,6,1
6,36,0.01,5,0
8,53,6000,7,0
7,67,0.01,7,0
13,36,800,9,1
8,45,0.01,6,0
6,65,31065,8,0
10,56,5000,6,0
8,50,6000,10,0
7,63,1000,5,0
8,72,200,30,0
5,70,2000,28,0
7,74,3000,21,0
8,63,3000,6,0
10,37,0.01,5,1
4,35,2000,6,0
7,41,6000,1,0
6,75,6105.32,16,0
14,67,3000,8,1
14,45,50.01,8,0
10,42,300,9,0
15,40,1000,4,0
3,30,12300,9,1
9,48,700,1,0
8,62,1000,9,0
6,50,6035.35,5,0
6,63,6000,1,0
8,65,500,16,0
12,77,6168.13,10,1
9,46,2500,1,0
9,66,12869.97,11,0
19,31,0.01,5,1
8,44,0.01,4,0
12,59,0.01,5,1
10,39,0.01,6,1
5,58,9000,4,0
13,30,2400,9,1
5,46,9100,4,0
9,36,0.01,10,1
5,56,6053.35,5,0
10,39,0.01,5,1
10,76,12000,8,0
9,41,12000,6,0
3,37,0.01,5,1
12,63,10000,4,1
5,55,500,9,0
8,54,9000,8,0
6,35,1000,5,0
4,68,2000,8,0
8,34,500,8,0
5,36,0.01,5,0
8,50,6105.32,7,0
5,33,0.01,5,0
6,34,0.01,5,1
5,50,0.02,7,0
9,51,0.01,4,0
13,38,0.01,10,1
15,73,2000,6,0
10,46,0.01,5,0
13,39,1600,4,1
8,69,19105.32,7,0
21,41,0.01,4,1
8,47,6000.01,7,1
6,47,12106.69,7,0
7,66,12000,5,0
2,74,1271.22,18,0
15,76,6053.35,6,0
7,43,8088.46,7,1
5,51,550,9,0
6,60,10000,4,0
8,48,3000,2,0
9,79,10220.18,7,0
5,71,3691.85,11,0
12,41,0.01,8,1
8,36,0.01,8,1
12,57,12000,5,0
8,34,0.01,4,1
8,67,0.01,5,0
12,59,0.01,9,1
5,71,12000,1,0
5,49,5000,1,0
6,71,2500,12,0
4,35,6000,1,0
11,63,10750,10,0
5,51,0.01,8,0
20,38,7500,1,1
12,43,0.01,4,1
6,38,0.01,8,1
13,59,3000,3,1
8,48,1620,1,0
17,50,2000,5,1
11,43,0.01,9,0
13,55,600,5,0
10,39,1000,5,1
7,63,6000,2,0
9,75,1000,11,0
5,42,0.01,5,1
12,53,25,11,0
10,70,24741.46,5,0
14,59,28113.08,13,0
9,38,0.01,5,0
5,52,0.01,5,0
11,70,0.01,8,0
11,64,12000,2,1
5,64,0.01,5,0
5,71,10070.56,18,0
9,61,3185.2,5,0
7,33,0.01,5,1
8,60,0.01,12,0
13,43,0.01,5,1
17,50,0.01,8,1
8,77,3000,5,0
9,76,6053.35,7,0
7,46,0.01,8,0
19,48,4000,1,1
13,38,0.01,5,0
15,39,12000,2,1
13,60,3000,9,0
11,66,8000,1,0
10,59,6000.01,8,0
7,46,0.01,9,0
13,31,0.01,5,1
4,60,0.01,5,0
9,76,0.01,8,0
3,65,6000,17,0
34,38,400,9,1
7,64,6000,17,0
6,35,300,8,1
5,44,6053.35,6,0
13,60,5000,1,1
9,58,0.01,4,0
12,66,10071.13,6,0
10,47,3750,1,1
13,57,6000,3,0
3,75,1500.48,4,0
9,36,3000,8,0
11,66,1000,4,0
11,72,3000,20,1
12,75,3000,8,1
9,70,6052.66,7,1
6,36,0.01,5,0
10,61,31053.34,22,1
7,58,1000,9,0
4,72,720,5,0
3,73,1000,4,0
14,26,0.01,5,0
7,34,0.01,7,1
13,41,0.01,8,1
3,63,1000,4,0
7,39,0.01,4,0
9,61,6053.35,7,0
7,41,455,1,1
8,63,6053.34,4,0
15,64,4000,9,0
6,58,500,10,0
8,32,0.01,7,0
10,66,12000,31,0
16,44,2500,23,1
10,35,0.01,5,1
15,55,51053.35,6,0
17,33,0.01,8,1
9,34,13058.45,14,1
6,67,1000,15,0
4,66,0.01,5,0
8,72,0.01,9,0
8,57,0.01,8,0
14,34,3000,1,1
23,53,17553.35,16,1
7,60,9000,8,0
10,75,1090,5,0
10,55,6053.34,4,0
9,60,5000,4,0
5,55,0.01,9,0
9,44,0.01,5,1
13,64,3000,9,1
9,35,0.01,8,0
6,70,10000,4,1
7,48,85,3,0
11,77,500,11,0
8,70,12000,8,0
14,39,1100,11,1
7,31,2000,1,0
9,65,6052.66,7,1
11,54,6000,4,0
7,43,0.01,4,1
5,65,1500,4,0
10,44,0.01,8,0
4,69,0.01,5,0
5,50,6600,9,0
4,65,4000,11,1
6,70,3000,2,0
7,67,7000,4,0
9,68,10884.25,2,0
8,79,1000,12,0
7,66,0.01,9,0
8,41,6000,5,0
3,70,0.01,5,0
8,63,12053.34,32,1
9,70,0.01,4,0
3,71,6053.34,4,1
7,68,180,1,0
8,63,1808.88,17,0
11,77,30000,8,0
5,59,6000,5,0
15,64,0.01,8,0
9,65,4000,4,1
9,40,7000,6,0
8,39,1200,9,1
6,76,4884.25,8,0
11,51,0.01,4,1
15,66,5106.38,9,1
10,50,500,4,0
7,60,600,1,0
8,68,1000,8,0
4,58,3000,11,0
7,48,6000.01,7,0
16,50,0.01,5,1
12,79,12053.35,17,0
6,71,10000,4,0
10,44,420,8,0
6,64,360,10,0
7,56,0.01,5,0
3,51,30000,4,0
8,61,1000,4,0
4,66,6000,17,0
7,55,0.01,10,0
10,53,0.01,5,0
13,37,0.01,4,1
8,39,2000,1,1
5,73,4842.12,11,0
14,37,100,7,1
9,51,0.01,5,0
10,50,0.01,5,0
7,50,0.01,5,0
8,76,3000,11,0
4,70,2500,14,0
8,50,6000,2,0
8,68,2000,1,1
7,40,0.01,9,0
9,41,0.01,4,0
6,37,13000,6,1
7,57,600,8,0
13,37,6053.34,6,1
24,46,2000,4,1
6,74,42000,21,0
8,45,600,1,0
7,64,0.01,9,0
5,67,19966.09,3,0
14,50,0.01,4,0
17,49,0.01,5,0
13,35,0.01,9,0
6,58,600,6,0
15,23,2000,1,0
10,67,9000,7,1
12,47,0.01,5,1
5,44,0.01,4,0
10,39,0.01,5,1
8,72,24158.67,7,0
6,75,6000,1,0
6,63,6053.34,5,0
8,70,1250,4,0
6,74,2000,6,0
7,60,12053.34,6,1
13,77,0.01,5,0
14,59,20357.18,3,0
7,54,6000,5,0
6,35,3000,8,1
10,31,10000,1,1
9,71,6000,2,0
13,66,2733.83,14,0
9,63,0.01,5,0
9,59,0.01,10,1
12,32,0.01,5,0
8,59,9000.01,9,0
10,65,6000,6,0
8,24,2035.88,7,1
